Data,Objeto,Lidos Origem,Enviados SFDC,Sucesso,Rejeitados
2022-07-31 09:02:00,Paciente,0,0,0,0
2022-07-31 09:02:00,Encaminhamento,38,0,0,0
2022-07-31 09:02:00,Solicitacao,1456,30,0,30
2022-07-30 09:02:00,Paciente,0,0,0,0
2022-07-30 09:02:00,Solicitacao,1523,62,30,32
2022-07-30 09:02:00,Encaminhamento,47,0,0,0
2022-07-29 09:03:00,Paciente,0,0,0,0
2022-07-29 09:03:00,Encaminhamento,55,0,0,0
2022-07-29 09:03:00,Solicitacao,1588,181,149,32
2022-07-28 09:03:00,Paciente,3,3,3,0
2022-07-28 09:03:00,Solicitacao,1584,116,17,99
2022-07-28 09:03:00,Encaminhamento,61,1,1,0
2022-07-27 09:02:00,Paciente,0,0,0,0
2022-07-27 09:02:00,Encaminhamento,61,0,0,0
2022-07-27 09:02:00,Solicitacao,1497,114,85,29
2022-07-26 17:19:00,Paciente,0,0,0,0
2022-07-26 17:19:00,Encaminhamento,61,0,0,0
2022-07-26 17:19:00,Solicitacao,1412,70,41,29
2022-07-25 17:42:00,Paciente,0,0,0,0
2022-07-25 17:42:00,Solicitacao,1401,29,0,29
2022-07-25 17:42:00,Encaminhamento,63,0,0,0
2022-07-23 09:02:00,Paciente,0,0,0,0
2022-07-23 09:02:00,Solicitacao,1591,88,58,30
2022-07-23 09:02:00,Encaminhamento,71,0,0,0
2022-07-22 09:02:00,Paciente,0,0,0,0
2022-07-22 09:02:00,Solicitacao,1626,135,102,33
2022-07-22 09:02:00,Encaminhamento,73,0,0,0
2022-07-21 09:02:00,Paciente,0,0,0,0
2022-07-21 09:02:00,Encaminhamento,76,0,0,0
2022-07-21 09:02:00,Solicitacao,1579,111,78,33
2022-07-20 09:02:00,Paciente,0,0,0,0
2022-07-20 09:02:00,Solicitacao,1493,84,59,25
2022-07-20 09:02:00,Encaminhamento,76,0,0,0
2022-07-19 09:02:00,Paciente,0,0,0,0
2022-07-19 09:02:00,Encaminhamento,76,0,0,0
2022-07-19 09:02:00,Solicitacao,1432,72,49,23
2022-07-18 09:02:00,Paciente,0,0,0,0
2022-07-18 09:02:00,Encaminhamento,78,0,0,0
2022-07-18 09:02:00,Solicitacao,1407,24,1,23
2022-07-17 09:02:00,Paciente,0,0,0,0
2022-07-17 09:02:00,Encaminhamento,78,2,2,0
2022-07-17 09:02:00,Solicitacao,1410,85,61,24
2022-07-16 09:02:00,Paciente,3,3,3,0
2022-07-16 09:02:00,Solicitacao,1464,93,8,85
2022-07-16 09:02:00,Encaminhamento,87,3,0,3
2022-07-15 09:02:00,Paciente,0,0,0,0
2022-07-15 09:02:00,Encaminhamento,88,2,1,1
2022-07-15 09:02:00,Solicitacao,1464,110,97,13
2022-07-14 09:02:00,Paciente,0,0,0,0
2022-07-14 09:02:00,Encaminhamento,87,5,4,1
2022-07-14 09:02:00,Solicitacao,1419,93,80,13
2022-07-13 09:02:00,Paciente,0,0,0,0
2022-07-13 09:02:00,Solicitacao,1339,107,94,13
2022-07-13 09:02:00,Encaminhamento,83,5,4,1
2022-07-12 09:02:00,Paciente,0,0,0,0
2022-07-12 09:02:00,Encaminhamento,79,2,1,1
2022-07-12 09:02:00,Solicitacao,1243,27,16,11
2022-07-11 09:02:00,Paciente,0,0,0,0
2022-07-11 09:02:00,Solicitacao,1256,12,0,12
2022-07-11 09:02:00,Encaminhamento,80,1,0,1
2022-07-10 09:02:00,Paciente,0,0,0,0
2022-07-10 09:02:00,Encaminhamento,87,7,6,1
2022-07-10 09:02:00,Solicitacao,1332,58,46,12
2022-07-09 09:02:00,Paciente,0,0,0,0
2022-07-09 09:02:00,Encaminhamento,90,7,0,7
2022-07-09 09:02:00,Solicitacao,1392,60,2,58
2022-07-08 09:03:00,Paciente,0,0,0,0
2022-07-08 09:03:00,Solicitacao,1407,69,57,12
2022-07-08 09:03:00,Encaminhamento,87,5,4,1
2022-07-07 09:02:00,Paciente,0,0,0,0
2022-07-07 09:02:00,Solicitacao,1415,81,68,13
2022-07-07 09:02:00,Encaminhamento,90,4,3,1
2022-07-06 09:03:00,Paciente,0,0,0,0
2022-07-06 09:03:00,Solicitacao,1344,139,129,10
2022-07-06 09:03:00,Encaminhamento,87,13,12,1
2022-07-05 09:03:00,Paciente,1,1,1,0
2022-07-05 09:03:00,Solicitacao,1273,73,5,68
2022-07-05 09:03:00,Encaminhamento,80,6,0,6
2022-07-04 09:02:00,Paciente,0,0,0,0
2022-07-04 09:02:00,Encaminhamento,81,1,0,1
2022-07-04 09:02:00,Solicitacao,1258,8,0,8
2022-07-03 09:02:00,Paciente,0,0,0,0
2022-07-03 09:02:00,Encaminhamento,83,2,1,1
2022-07-03 09:02:00,Solicitacao,1328,51,43,8
2022-07-02 09:02:00,Paciente,2,2,2,0
2022-07-02 09:02:00,Encaminhamento,89,2,0,2
2022-07-02 09:02:00,Solicitacao,1408,56,1,55
2022-07-01 09:03:00,Paciente,0,0,0,0
2022-07-01 09:03:00,Encaminhamento,98,1,0,1
2022-07-01 09:03:00,Solicitacao,1436,63,51,12
