Data,Objeto,Lidos Origem,Enviados SFDC,Sucesso,Rejeitados
2022-11-30 09:01:00,Paciente,2,2,2,0
2022-11-30 09:01:00,Solicitacao,1606,152,25,127
2022-11-30 09:01:00,Encaminhamento,0,0,0,0
2022-11-29 09:02:00,Paciente,2,2,2,0
2022-11-29 09:02:00,Solicitacao,1520,151,105,46
2022-11-29 09:02:00,Encaminhamento,0,0,0,0
2022-11-28 09:01:00,Paciente,0,0,0,0
2022-11-28 09:01:00,Solicitacao,1471,66,41,25
2022-11-28 09:01:00,Encaminhamento,0,0,0,0
2022-11-27 09:01:00,Paciente,0,0,0,0
2022-11-27 09:01:00,Solicitacao,1548,66,41,25
2022-11-27 09:01:00,Encaminhamento,0,0,0,0
2022-11-26 09:01:00,Paciente,0,0,0,0
2022-11-26 09:01:00,Encaminhamento,0,0,0,0
2022-11-26 09:01:00,Solicitacao,1653,260,219,41
2022-11-25 09:01:00,Paciente,1,1,1,0
2022-11-25 09:01:00,Encaminhamento,0,0,0,0
2022-11-25 09:01:00,Solicitacao,1567,118,51,67
2022-11-24 09:02:00,Paciente,3,3,3,0
2022-11-24 09:02:00,Encaminhamento,0,0,0,0
2022-11-24 09:02:00,Solicitacao,1619,170,69,101
2022-11-23 09:01:00,Paciente,1,1,1,0
2022-11-23 09:01:00,Encaminhamento,0,0,0,0
2022-11-23 09:01:00,Solicitacao,1522,148,11,137
2022-11-22 09:01:00,Paciente,2,2,2,0
2022-11-22 09:01:00,Solicitacao,1447,96,23,73
2022-11-22 09:01:00,Encaminhamento,0,0,0,0
2022-11-21 09:01:00,Paciente,0,0,0,0
2022-11-21 09:01:00,Encaminhamento,0,0,0,0
2022-11-21 09:01:00,Solicitacao,1415,65,42,23
2022-11-20 09:01:00,Paciente,0,0,0,0
2022-11-20 09:01:00,Solicitacao,1473,65,0,65
2022-11-20 09:01:00,Encaminhamento,0,0,0,0
2022-11-19 09:01:00,Paciente,2,2,2,0
2022-11-19 09:01:00,Solicitacao,1546,88,16,72
2022-11-19 09:01:00,Encaminhamento,0,0,0,0
2022-11-18 15:22:00,Paciente,0,0,0,0
2022-11-18 15:22:00,Encaminhamento,0,0,0,0
2022-11-18 15:22:00,Solicitacao,1554,142,112,30
2022-11-17 09:01:00,Paciente,4,4,4,0
2022-11-17 09:01:00,Solicitacao,1572,104,13,91
2022-11-17 09:01:00,Encaminhamento,0,0,0,0
2022-11-16 09:02:00,Paciente,0,0,0,0
2022-11-16 09:02:00,Solicitacao,1496,88,60,28
2022-11-16 09:02:00,Encaminhamento,0,0,0,0
2022-11-15 09:01:00,Paciente,0,0,0,0
2022-11-15 09:01:00,Solicitacao,1496,101,13,88
2022-11-15 09:01:00,Encaminhamento,0,0,0,0
2022-11-14 09:07:00,Paciente,0,0,0,0
2022-11-14 09:07:00,Solicitacao,1457,28,0,28
2022-11-14 09:07:00,Encaminhamento,0,0,0,0
2022-11-13 09:02:00,Paciente,0,0,0,0
2022-11-13 09:02:00,Solicitacao,1572,32,0,32
2022-11-13 09:02:00,Encaminhamento,0,0,0,0
2022-11-12 09:02:00,Paciente,0,0,0,0
2022-11-12 09:02:00,Encaminhamento,0,0,0,0
2022-11-12 09:02:00,Solicitacao,1575,147,113,34
2022-11-11 09:02:00,Paciente,2,2,2,0
2022-11-11 09:02:00,Solicitacao,1553,121,38,83
2022-11-11 09:02:00,Encaminhamento,0,0,0,0
2022-11-10 09:02:00,Paciente,1,1,1,0
2022-11-10 09:02:00,Encaminhamento,0,0,0,0
2022-11-10 09:02:00,Solicitacao,1509,190,155,35
2022-11-09 09:02:00,Paciente,2,2,2,0
2022-11-09 09:02:00,Solicitacao,1439,140,20,120
2022-11-09 09:02:00,Encaminhamento,0,0,0,0
2022-11-08 09:01:00,Paciente,0,0,0,0
2022-11-08 09:01:00,Encaminhamento,0,0,0,0
2022-11-08 09:01:00,Solicitacao,1324,123,98,25
2022-11-07 09:01:00,Paciente,0,0,0,0
2022-11-07 09:01:00,Encaminhamento,0,0,0,0
2022-11-07 09:01:00,Solicitacao,1258,32,0,32
2022-11-06 09:01:00,Paciente,0,0,0,0
2022-11-06 09:01:00,Solicitacao,1323,33,0,33
2022-11-06 09:01:00,Encaminhamento,0,0,0,0
2022-11-05 09:01:00,Paciente,0,0,0,0
2022-11-05 09:01:00,Encaminhamento,0,0,0,0
2022-11-05 09:01:00,Solicitacao,1374,73,34,39
2022-11-04 09:01:00,Paciente,0,0,0,0
2022-11-04 09:01:00,Solicitacao,1429,63,26,37
2022-11-04 09:01:00,Encaminhamento,0,0,0,0
2022-11-03 09:01:00,Paciente,0,0,0,0
2022-11-03 09:01:00,Encaminhamento,0,0,0,0
2022-11-03 09:01:00,Solicitacao,1493,134,92,42
2022-11-02 09:01:00,Paciente,2,2,2,0
2022-11-02 09:01:00,Encaminhamento,0,0,0,0
2022-11-02 09:01:00,Solicitacao,1483,141,17,124
2022-11-01 09:01:00,Paciente,0,0,0,0
2022-11-01 09:01:00,Encaminhamento,0,0,0,0
2022-11-01 09:01:00,Solicitacao,1382,129,89,40
