Data,Objeto,Lidos DW,Enviados SFDC,Sucesso,Rejeitados
2022-07-27 08:06:00,CONSULTA, 92589, 8046, 6783, 1263
2022-07-27 08:06:00,CONVENIO, 577, 1, 1, 0
2022-07-27 08:06:00,CORPO_CLINICO, 980, 15, 15, 0
2022-07-27 08:06:00,MEDICO_REFERENCIADOR, 11124, 88, 88, 0
2022-07-27 08:06:00,PACIENTE, 43168, 736, 736, 0
2022-07-27 08:06:00,PLANO_CONVENIO, 1898, 6, 6, 0
2022-07-27 08:06:00,UNIDADE, 44, 0, 0, 0
2022-07-26 16:47:00,CONSULTA, 88229, 8541, 7317, 1224
2022-07-26 16:47:00,CONVENIO, 574, 1, 1, 0
2022-07-26 16:47:00,CORPO_CLINICO, 975, 169, 169, 0
2022-07-26 16:47:00,MEDICO_REFERENCIADOR, 10827, 40, 40, 0
2022-07-26 16:47:00,PACIENTE, 41966, 746, 746, 0
2022-07-26 16:47:00,PLANO_CONVENIO, 1880, 8, 8, 0
2022-07-26 16:47:00,UNIDADE, 44, 0, 0, 0
2022-07-25 17:23:00,CONSULTA, 85775, 4524, 3355, 1169
2022-07-25 17:23:00,CONVENIO, 573, 0, 0, 0
2022-07-25 17:23:00,CORPO_CLINICO, 977, 717, 717, 0
2022-07-25 17:23:00,MEDICO_REFERENCIADOR, 10753, 18, 18, 0
2022-07-25 17:23:00,PACIENTE, 41560, 20, 20, 0
2022-07-25 17:23:00,PLANO_CONVENIO, 1878, 4, 4, 0
2022-07-25 17:23:00,UNIDADE, 44, 0, 0, 0
2022-07-23 07:41:00,CONSULTA, 93939, 8511, 7198, 1313
2022-07-23 07:41:00,CONVENIO, 588, 0, 0, 0
2022-07-23 07:41:00,CORPO_CLINICO, 984, 1324, 1324, 0
2022-07-23 07:41:00,MEDICO_REFERENCIADOR, 11187, 69, 69, 0
2022-07-23 07:41:00,PACIENTE, 43930, 580, 580, 0
2022-07-23 07:41:00,PLANO_CONVENIO, 1940, 8, 8, 0
2022-07-23 07:41:00,UNIDADE, 44, 0, 0, 0
2022-07-22 08:06:00,CONSULTA, 95648, 7236, 5923, 1313
2022-07-22 08:06:00,CONVENIO, 590, 0, 0, 0
2022-07-22 08:06:00,CORPO_CLINICO, 981, 21, 21, 0
2022-07-22 08:06:00,MEDICO_REFERENCIADOR, 11274, 66, 66, 0
2022-07-22 08:06:00,PACIENTE, 44430, 673, 673, 0
2022-07-22 08:06:00,PLANO_CONVENIO, 1957, 9, 9, 0
2022-07-22 08:06:00,UNIDADE, 44, 0, 0, 0
2022-07-21 08:04:00,CONSULTA, 96493, 7490, 6173, 1317
2022-07-21 08:04:00,CONVENIO, 597, 1, 1, 0
2022-07-21 08:04:00,CORPO_CLINICO, 984, 13, 13, 0
2022-07-21 08:04:00,MEDICO_REFERENCIADOR, 11358, 75, 75, 0
2022-07-21 08:04:00,PACIENTE, 44771, 778, 778, 0
2022-07-21 08:04:00,PLANO_CONVENIO, 1968, 7, 7, 0
2022-07-21 08:04:00,UNIDADE, 44, 0, 0, 0
2022-07-20 08:03:00,CONSULTA, 92459, 7484, 6247, 1237
2022-07-20 08:03:00,CONVENIO, 593, 1, 1, 0
2022-07-20 08:03:00,CORPO_CLINICO, 980, 14, 14, 0
2022-07-20 08:03:00,MEDICO_REFERENCIADOR, 11117, 85, 85, 0
2022-07-20 08:03:00,PACIENTE, 43631, 785, 785, 0
2022-07-20 08:03:00,PLANO_CONVENIO, 1942, 8, 8, 0
2022-07-20 08:03:00,UNIDADE, 44, 0, 0, 0
2022-07-19 08:24:00,CONSULTA, 88539, 7398, 6198, 1200
2022-07-19 08:24:00,CONVENIO, 591, 1, 1, 0
2022-07-19 08:24:00,CORPO_CLINICO, 971, 20, 20, 0
2022-07-19 08:24:00,MEDICO_REFERENCIADOR, 10880, 59, 59, 0
2022-07-19 08:24:00,PACIENTE, 42479, 787, 787, 0
2022-07-19 08:24:00,PLANO_CONVENIO, 1918, 11, 11, 0
2022-07-19 08:24:00,UNIDADE, 44, 0, 0, 0
2022-07-16 08:06:00,CONSULTA, 89932, 1291, 113, 1178
2022-07-16 08:06:00,CONVENIO, 584, 0, 0, 0
2022-07-16 08:06:00,CORPO_CLINICO, 972, 3, 3, 0
2022-07-16 08:06:00,MEDICO_REFERENCIADOR, 10870, 26, 26, 0
2022-07-16 08:06:00,PACIENTE, 42658, 1, 1, 0
2022-07-16 08:06:00,PLANO_CONVENIO, 1911, 2, 2, 0
2022-07-16 08:06:00,UNIDADE, 44, 0, 0, 0
2022-07-15 08:03:00,CONSULTA, 94492, 7220, 6015, 1205
2022-07-15 08:03:00,CONVENIO, 589, 0, 0, 0
2022-07-15 08:03:00,CORPO_CLINICO, 978, 25, 25, 0
2022-07-15 08:03:00,MEDICO_REFERENCIADOR, 11130, 88, 88, 0
2022-07-15 08:03:00,PACIENTE, 44061, 710, 710, 0
2022-07-15 08:03:00,PLANO_CONVENIO, 1945, 7, 7, 0
2022-07-15 08:03:00,UNIDADE, 44, 0, 0, 0
2022-07-14 08:04:00,CONSULTA, 94995, 7756, 6539, 1217
2022-07-14 08:04:00,CONVENIO, 598, 0, 0, 0
2022-07-14 08:04:00,CORPO_CLINICO, 983, 30, 30, 0
2022-07-14 08:04:00,MEDICO_REFERENCIADOR, 11165, 93, 93, 0
2022-07-14 08:04:00,PACIENTE, 44211, 790, 790, 0
2022-07-14 08:04:00,PLANO_CONVENIO, 1956, 3, 3, 0
2022-07-14 08:04:00,UNIDADE, 44, 0, 0, 0
2022-07-13 08:04:00,CONSULTA, 90837, 7666, 6552, 1114
2022-07-13 08:04:00,CONVENIO, 597, 0, 0, 0
2022-07-13 08:04:00,CORPO_CLINICO, 982, 18, 18, 0
2022-07-13 08:04:00,MEDICO_REFERENCIADOR, 10917, 76, 76, 0
2022-07-13 08:04:00,PACIENTE, 43019, 866, 866, 0
2022-07-13 08:04:00,PLANO_CONVENIO, 1939, 11, 11, 0
2022-07-13 08:04:00,UNIDADE, 44, 0, 0, 0
2022-07-12 08:19:00,CONSULTA, 86712, 9188, 8128, 1060
2022-07-12 08:19:00,CONVENIO, 596, 0, 0, 0
2022-07-12 08:19:00,CORPO_CLINICO, 973, 173, 173, 0
2022-07-12 08:19:00,MEDICO_REFERENCIADOR, 10639, 55, 55, 0
2022-07-12 08:19:00,PACIENTE, 41797, 694, 694, 0
2022-07-12 08:19:00,PLANO_CONVENIO, 1911, 5, 5, 0
2022-07-12 08:19:00,UNIDADE, 44, 4, 4, 0
2022-07-11 08:15:00,CONSULTA, 86574, 2131, 1098, 1033
2022-07-11 08:15:00,CONVENIO, 598, 0, 0, 0
2022-07-11 08:15:00,CORPO_CLINICO, 978, 5, 5, 0
2022-07-11 08:15:00,MEDICO_REFERENCIADOR, 10578, 23, 23, 0
2022-07-11 08:15:00,PACIENTE, 41674, 16, 16, 0
