Data,Objeto,Lidos Origem,Enviados SFDC,Sucesso,Rejeitados
2022-09-30 09:02:00,Paciente,0,0,0,0
2022-09-30 09:02:00,Encaminhamento,0,0,0,0
2022-09-30 09:02:00,Solicitacao,1543,120,78,42
2022-09-29 09:03:00,Paciente,0,0,0,0
2022-09-29 09:03:00,Encaminhamento,0,0,0,0
2022-09-29 09:03:00,Solicitacao,1529,205,167,38
2022-09-28 09:02:00,Paciente,0,0,0,0
2022-09-28 09:02:00,Encaminhamento,0,0,0,0
2022-09-28 09:02:00,Solicitacao,1457,230,97,133
2022-09-26 09:02:00,Paciente,0,0,0,0
2022-09-26 09:02:00,Encaminhamento,0,0,0,0
2022-09-26 09:02:00,Solicitacao,1311,35,0,35
2022-09-25 09:02:00,Paciente,0,0,0,0
2022-09-25 09:02:00,Solicitacao,1373,37,2,35
2022-09-25 09:02:00,Encaminhamento,0,0,0,0
2022-09-24 09:02:00,Paciente,0,0,0,0
2022-09-24 09:02:00,Encaminhamento,0,0,0,0
2022-09-24 09:02:00,Solicitacao,1447,170,129,41
2022-09-23 09:03:00,Paciente,1,1,1,0
2022-09-23 09:03:00,Encaminhamento,0,0,0,0
2022-09-23 09:03:00,Solicitacao,1543,168,3,165
2022-09-22 09:03:00,Paciente,5,5,5,0
2022-09-22 09:03:00,Encaminhamento,0,0,0,0
2022-09-22 09:03:00,Solicitacao,1576,128,18,110
2022-09-21 09:02:00,Paciente,0,0,0,0
2022-09-21 09:02:00,Encaminhamento,0,0,0,0
2022-09-21 09:02:00,Solicitacao,1484,194,158,36
2022-09-20 09:03:00,Paciente,5,5,5,0
2022-09-20 09:03:00,Solicitacao,1369,106,27,79
2022-09-20 09:03:00,Encaminhamento,0,0,0,0
2022-09-19 09:02:00,Paciente,0,0,0,0
2022-09-19 09:02:00,Encaminhamento,0,0,0,0
2022-09-19 09:02:00,Solicitacao,1361,26,0,26
2022-09-18 09:02:00,Paciente,0,0,0,0
2022-09-18 09:02:00,Solicitacao,1410,35,9,26
2022-09-18 09:02:00,Encaminhamento,0,0,0,0
2022-09-17 09:02:00,Paciente,2,2,2,0
2022-09-17 09:02:00,Encaminhamento,0,0,0,0
2022-09-17 09:02:00,Solicitacao,1531,142,102,40
2022-09-16 09:02:00,Paciente,5,5,5,0
2022-09-16 09:02:00,Solicitacao,1535,101,5,96
2022-09-16 09:02:00,Encaminhamento,0,0,0,0
2022-09-15 09:02:00,Paciente,0,0,0,0
2022-09-15 09:02:00,Encaminhamento,0,0,0,0
2022-09-15 09:02:00,Solicitacao,1488,103,81,22
2022-09-14 09:03:00,Paciente,0,0,0,0
2022-09-14 09:03:00,Solicitacao,1397,191,179,12
2022-09-14 09:03:00,Encaminhamento,0,0,0,0
2022-09-13 09:03:00,Paciente,3,3,3,0
2022-09-13 09:03:00,Solicitacao,1285,82,3,79
2022-09-13 09:03:00,Encaminhamento,0,0,0,0
2022-09-12 09:02:00,Paciente,0,0,0,0
2022-09-12 09:02:00,Solicitacao,1253,12,0,12
2022-09-12 09:02:00,Encaminhamento,0,0,0,0
2022-09-11 09:02:00,Paciente,0,0,0,0
2022-09-11 09:02:00,Solicitacao,1304,13,0,13
2022-09-11 09:02:00,Encaminhamento,0,0,0,0
2022-09-10 09:02:00,Paciente,0,0,0,0
2022-09-10 09:02:00,Encaminhamento,0,0,0,0
2022-09-10 09:02:00,Solicitacao,1372,78,56,22
2022-09-09 12:04:00,Paciente,0,0,0,0
2022-09-09 12:04:00,Encaminhamento,0,0,0,0
2022-09-09 12:04:00,Solicitacao,1383,418,394,24
2022-09-08 09:03:00,Paciente,0,0,0,0
2022-09-08 09:03:00,Encaminhamento,0,0,0,0
2022-09-08 09:03:00,Solicitacao,1408,373,0,373
2022-09-07 09:03:00,Paciente,0,0,0,0
2022-09-07 09:03:00,Encaminhamento,0,0,0,0
2022-09-07 09:03:00,Solicitacao,1406,371,0,371
2022-09-06 09:04:00,Paciente,0,0,0,0
2022-09-06 09:04:00,Encaminhamento,0,0,0,0
2022-09-06 09:04:00,Solicitacao,1342,307,0,307
2022-09-05 09:03:00,Paciente,0,0,0,0
2022-09-05 09:03:00,Encaminhamento,0,0,0,0
2022-09-05 09:03:00,Solicitacao,1306,250,0,250
2022-09-04 09:02:00,Paciente,0,0,0,0
2022-09-04 09:02:00,Encaminhamento,0,0,0,0
2022-09-04 09:02:00,Solicitacao,1348,250,0,250
2022-09-03 09:02:00,Paciente,0,0,0,0
2022-09-03 09:02:00,Encaminhamento,0,0,0,0
2022-09-03 09:02:00,Solicitacao,1400,256,0,256
2022-09-02 09:03:00,Paciente,0,0,0,0
2022-09-02 09:03:00,Encaminhamento,0,0,0,0
2022-09-02 09:03:00,Solicitacao,1415,216,0,216
2022-09-01 09:02:00,Paciente,2,2,2,0
2022-09-01 09:02:00,Encaminhamento,0,0,0,0
2022-09-01 09:02:00,Solicitacao,1401,165,0,165
